,callDateTime,priority,district,description,callNumber,incidentLocation,location
2815,7/14/2015 3:52,Medium,SD,DISORDERLY,P151950288,HORSESHOE CASINO,"(39.274106,-76.627583)"
2816,7/14/2015 3:52,Medium,NE,911/NO  VOICE,P151950289,6700 MORAVIA PARK DR,"(39.3122990,-76.5353430)"
2817,7/14/2015 3:53,Non-Emergency,NW,LOUD MUSIC,P151950290,3400 CALLAWAY AV,"(39.3263973,-76.6789347)"
2818,7/14/2015 3:52,Medium,SD,COMMON ASSAULT,P151950291,600 E JEFFREY ST,"(39.2333340,-76.6032260)"
2819,7/14/2015 3:50,Low,NE,MEDICAL FACILITY,P151950292,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
2820,7/14/2015 3:52,Non-Emergency,SS,SUPV COMPLAINT,P151950293,5300 BARBARA AV,"(39.3316910,-76.5472890)"
2821,7/14/2015 3:51,High,SD,ARMED PERSON,P151950294,PLUM ST/FAIRHAVEN AV,"(39.228257,-76.590279)"
2822,7/14/2015 3:52,Medium,WD,NARCOTICSOutside,P151950295,600 N FREMONT AV,"(39.2958723,-76.6330182)"
2823,7/14/2015 3:56,Medium,SD,911/NO  VOICE,P151950296,100 S CARLTON ST,"(39.2866089,-76.6359120)"
2824,7/14/2015 3:56,High,ND,AUDIBLE ALARM,P151950297,300 RIDGEMEDE RD,"(39.3392610,-76.6246820)"
2825,7/14/2015 3:56,Low,NE,OTHER,P151950298,5300 BARBARA AV,"(39.3316910,-76.5472890)"
2826,7/14/2015 3:58,Low,ND,INVESTIGATE,P151950299,PIMLICO RD/W GARRISON AV,"(39.349653,-76.669145)"
2827,7/14/2015 4:00,Medium,WD,911/NO  VOICE,P151950300,1300 LAURENS ST,"(39.3035403,-76.6391583)"
2828,7/14/2015 3:55,Low,NE,INVESTIGATE,P151950301,5300 BARBARA AV,"(39.3316910,-76.5472890)"
2829,7/14/2015 4:01,Non-Emergency,SE,Private Tow,P151950302,3800 E LOMBARD ST,"(39.2922588,-76.5653648)"
2830,7/14/2015 4:03,High,ND,HOLDUP ALARM,P151950303,5200 YORK RD,"(39.3522360,-76.6105171)"
2831,7/14/2015 4:06,Low,ND,WANTED ON WARR,P151950304,500 E 27TH ST,"(39.3210761,-76.6089835)"
2832,7/14/2015 4:06,Low,WD,INVESTIGATE,P151950305,2300 WINCHESTER ST,"(39.3017730,-76.6536444)"
2833,7/14/2015 4:07,High,SD,Traffic Stop,P151950307,1500 KEY HY,"(39.2714929,-76.5993722)"
2834,7/14/2015 4:07,Medium,SW,UNAUTHORIZED USE,P151950308,600 MT HOLLY ST,"(39.2939441,-76.6798054)"
2835,7/14/2015 4:05,Non-Emergency,NE,Repo,P151950309,4700 HALDANE RD,"(39.3197705,-76.5543700)"
2836,7/14/2015 4:10,Low,NE,HIT AND RUN,P151950311,5000 CRENSHAW AV,"(39.3287480,-76.5455039)"
2837,7/14/2015 4:12,Non-Emergency,SD,FOLLOW UP,P151950312,4700 PENNINGTON AV,"(39.2236050,-76.5885590)"
2838,7/14/2015 4:11,Non-Emergency,NE,INVESTIGATE AUTO,P151950313,2300 ERDMAN AV,"(39.3269940,-76.5814960)"
2839,7/14/2015 4:11,Medium,NE,SUSPICIOUS PERS,P151950314,CHESTERFIELD AV/CROSSLAND AV,"(39.328628,-76.575237)"
2840,7/14/2015 4:14,Medium,WD,OTHER,P151950315,2300 WINCHESTER ST,"(39.3017730,-76.6536444)"
2841,7/14/2015 4:15,Non-Emergency,SS,SUPV COMPLAINT,P151950316,5300 BARBARA AV,"(39.3316910,-76.5472890)"
2842,7/14/2015 4:12,Medium,WD,COMMON ASSAULT,P151950317,2300 WINCHESTER ST,"(39.3017730,-76.6536444)"
2843,7/14/2015 4:21,Medium,SE,911/NO  VOICE,P151950318,1700 FLEET ST,"(39.2845740,-76.5934854)"
2844,7/14/2015 4:21,Medium,SE,911/NO  VOICE,P151950319,6700 YOUNGSTOWN AV,"(39.2780100,-76.5327360)"
2845,7/14/2015 4:19,Medium,NE,DISORDERLY,P151950320,5300 BARBARA AV,"(39.3316910,-76.5472890)"
2846,7/14/2015 4:25,Low,CD,Curfew Violation,P151950321,300 W BALTIMORE ST,"(39.2895257,-76.6196522)"
2847,7/14/2015 4:23,Medium,SD,911/NO  VOICE,P151950322,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
2848,7/14/2015 4:25,Medium,CD,LYING IN STREET,P151950324,N CALVERT ST/E SARATOGA ST,"(39.292382,-76.612536)"
2849,7/14/2015 4:29,Non-Emergency,NE,LOUD MUSIC,P151950325,4300 SEIDEL AV,"(39.3287488,-76.5612174)"
2850,7/14/2015 4:31,Medium,ND,911/NO  VOICE,P151950328,2400 W BELVEDERE AV,"(39.3549016,-76.6622292)"
2851,7/14/2015 4:29,High,SD,DISCHRG FIREARM,P151950329,PLUM ST/FAIRHAVEN AV,"(39.228257,-76.590279)"
2852,7/14/2015 4:35,High,CD,RA POLICE,P151950330,N CALVERT ST/E SARATOGA ST,"(39.292382,-76.612536)"
2853,7/14/2015 4:35,Medium,NW,911/NO  VOICE,P151950331,3800 EGERTON RD,"(39.3282320,-76.6806749)"
2854,7/14/2015 14:58,Medium,SW,NARCOTICSOutside,P151951791,ALLENDALE ST/EDMONDSON AV,"(39.293971,-76.678375)"
2855,7/14/2015 14:59,Low,CD,INVESTIGATE,P151951792,0 ST PAUL ST,"(39.2896427,-76.6138278)"
2856,7/14/2015 15:00,Non-Emergency,NE,Repairs/Service,P151951794,100,"(39.3810499,-76.6572571)"
2857,7/14/2015 15:00,Medium,CW,Lab Request,P151951795,PATTERSON PARK,"(39.291962,-76.584624)"
2858,7/14/2015 14:57,Low,NE,BIKE LARCENY,P151951796,3300 TAYLOR AV,"(39.3702260,-76.5381910)"
2859,7/14/2015 15:00,Medium,ED,911/NO  VOICE,P151951797,3900 PULASKI HY,"(39.2968916,-76.5638947)"
2860,7/14/2015 15:00,Low,SW,GET BELONGINGS,P151951800,5400 CARRIAGE CT,"(39.2821132,-76.7074865)"
2861,7/14/2015 15:00,Medium,SW,911/NO  VOICE,P151951801,200 S PULASKI ST,"(39.2850158,-76.6499023)"
2862,7/14/2015 15:02,Medium,NW,NARCOTICS INSIDE,P151951802,3100 OAKFORD AV,"(39.3410889,-76.6658940)"
2863,7/14/2015 15:01,Low,ND,OTHER,P151951803,4200 IVANHOE AV,"(39.3408830,-76.6045260)"
2864,7/14/2015 15:02,Non-Emergency,WD,TOWED VEHICLE,P151951804,200 N FULTON AV,"(39.2907200,-76.6456130)"
2865,7/14/2015 14:57,Medium,NW,AUTO THEFT,P151951806,3600 BLK BEEHLER AV,"(39.3436219,-76.6746984)"
2866,7/14/2015 15:02,Medium,SD,DISORDERLY,P151951807,600 CHERRY HILL RD,"(39.2504270,-76.6222864)"
2867,7/14/2015 15:04,Low,NW,Transport,P151951809,CENTRAL BOOKING,"(39.298946,-76.610470)"
2868,7/14/2015 15:01,Medium,NW,NARCOTICSOutside,P151951810,4900 PEMBRIDGE AV,"(39.3489549,-76.6694280)"
2869,7/14/2015 15:02,Medium,ED,COMMON ASSAULT,P151951811,1200 ASHLAND AV,"(39.3002089,-76.6019361)"
2870,7/14/2015 15:04,Low,ND,RECOVERED VEH,P151951812,800 BELGIAN AV,"(39.3407320,-76.6049540)"
2871,7/14/2015 15:02,Medium,ED,911/NO  VOICE,P151951813,1000 EDISON HY,"(39.3029101,-76.5728709)"
2872,7/14/2015 15:03,Medium,NW,911/NO  VOICE,P151951814,2400 VIOLET AV,"(39.3309418,-76.6575755)"
2873,7/14/2015 15:03,Medium,SD,911/NO  VOICE,P151951815,3100 SUN ST,"(39.2392430,-76.5839070)"
2874,7/14/2015 15:02,Low,NW,CHILD ON PHONR,P151951816,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
2875,7/14/2015 15:04,Medium,CD,911/NO  VOICE,P151951817,1400 N CHARLES ST,"(39.3056484,-76.6162275)"
2876,7/14/2015 15:05,High,SW,SILENT ALARM,P151951818,800 WINANS WY,"(39.2964010,-76.7014080)"
2877,7/14/2015 15:06,Low,ND,HIT AND RUN,P151951819,YORK RD/E COLD SPRING LN,"(39.346155,-76.609600)"
2878,7/14/2015 15:07,Medium,SD,911/NO  VOICE,P151951820,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
2879,7/14/2015 15:08,Low,ND,WANTED ON WARR,P151951821,2100 GUILFORD AV,"(39.3138760,-76.6130890)"
2880,7/14/2015 15:06,High,SD,ARMED PERSON,P151951822,3900 8TH ST,"(39.2324290,-76.6016380)"
2881,7/14/2015 15:09,Non-Emergency,ED,FOLLOW UP,P151951823,2600 E FEDERAL ST,"(39.3092486,-76.5813506)"
2882,7/14/2015 4:58,Low,SW,HIT AND RUN,P151950345,BRADDISH AV/RIGGS AV,"(39.300426,-76.660810)"
2883,7/14/2015 4:58,Medium,CD,911/NO  VOICE,P151950346,500 N CALVERT ST,"(39.2957333,-76.6130390)"
2884,7/14/2015 4:56,Low,NE,INVESTIGATE,P151950347,2800 PELHAM AV,"(39.3257710,-76.5720140)"
2885,7/14/2015 4:57,High,CD,SILENT ALARM,P151950348,500 N CALVERT ST,"(39.2957333,-76.6130390)"
2886,7/14/2015 4:54,Non-Emergency,SS,SUPV COMPLAINT,P151950350,N BENTALOU ST/WINCHESTER ST,"(39.301740,-76.653630)"
2887,7/14/2015 5:01,High,CD,AUTO ACC/INJURY,P151950352,SB I 100 S AT GUILFORD AV,"(39.305748,-76.612062)"
2888,7/14/2015 5:03,Non-Emergency,SE,Other,P151950353,6100 HOLABIRD AV,"(39.2723790,-76.5428660)"
2889,7/14/2015 4:57,Medium,SD,MISSING PERSON,P151950354,2800 DENHAM CI N,"(39.2459947,-76.6284322)"
2890,7/14/2015 5:01,High,NW,AGGRAV ASSAULT,P151950355,3400 ROYCE AV,"(39.3413010,-76.6704029)"
2891,7/14/2015 5:03,Medium,ND,SUSPICIOUS PERS,P151950356,600 W 29TH ST,"(39.3208883,-76.6262181)"
2892,7/14/2015 5:05,Non-Emergency,SW,Repairs/Service,P151950357,100,"(39.3810499,-76.6572571)"
2893,7/14/2015 5:03,Low,NE,AUTO ACCIDENT,P151950358,HARFORD RD/AILSA AV,"(39.346789,-76.566212)"
2894,7/14/2015 5:06,Medium,WD,Warrant Service,P151950359,800 VINE ST,"(39.2906051,-76.6298098)"
2895,7/14/2015 5:03,Medium,CD,UNFOUNDED,P151950360,CLOVERDALE RD/EUTAW PL,"(39.315729,-76.639221)"
2896,7/14/2015 5:09,High,NE,Traffic Stop,P151950361,4300 LOCH RAVEN BL,"(39.3425910,-76.5929455)"
2897,7/14/2015 5:11,High,SE,SILENT ALARM,P151950363,3100 E FAYETTE ST,"(39.2949410,-76.5731060)"
2898,7/14/2015 5:10,Medium,NE,911/NO  VOICE,P151950365,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
2899,7/14/2015 5:10,Non-Emergency,SS,SUPV COMPLAINT,P151950366,N BENTALOU ST/WINCHESTER ST,"(39.301740,-76.653630)"
2900,7/14/2015 5:12,Medium,NW,UNFOUNDED,P151950367,GWYNNS FALLS PY/N ROSEDALE ST,"(39.314499,-76.669641)"
2901,7/14/2015 5:13,Medium,CD,911/NO  VOICE,P151950368,400 CIDER AL,"(39.2881251,-76.6208620)"
2902,7/14/2015 5:16,Medium,WD,Warrant Service,P151950369,1800 W LANVALE ST,"(39.2976193,-76.6463571)"
2903,7/14/2015 5:17,Non-Emergency,WD,Repairs/Service,P151950370,100,"(39.3810499,-76.6572571)"
2904,7/14/2015 5:14,High,SE,SILENT ALARM,P151950371,400 N CLINTON ST,"(39.2959415,-76.5705833)"
2905,7/14/2015 5:06,High,NW,ARMED PERSON,P151950372,3400 ROYCE AV,"(39.3413010,-76.6704029)"
2906,7/14/2015 5:21,Medium,SE,UNFOUNDED,P151950373,N CLINTON ST/MCELDERRY ST,"(39.298173,-76.570721)"
2907,7/14/2015 5:22,Medium,WD,AUTO THEFT,P151950374,2300 BRADDISH AV,"(39.3134630,-76.6617230)"
2908,7/14/2015 5:17,Non-Emergency,CD,Repo,P151950375,800 BLK WHITELOCK ST,"(39.3146520,-76.6319670)"
2909,7/14/2015 5:21,Non-Emergency,NW,Private Tow,P151950376,6300 GREENSPRING AV,"(39.3694930,-76.6815270)"
2910,7/14/2015 5:26,Medium,SW,911/NO  VOICE,P151950377,4000 CLIFTON AV,"(39.3121234,-76.6840226)"
2911,7/14/2015 5:29,Low,ED,EXPARTE,P151950378,1700 E OLIVER ST,"(39.3076759,-76.5942150)"
2912,7/14/2015 5:25,Non-Emergency,SE,Repo,P151950379,2700 E FAIRMOUNT AV,"(39.2933914,-76.5786334)"
2913,7/14/2015 5:29,Medium,SW,911/NO  VOICE,P151950380,4000 CLIFTON AV,"(39.3121234,-76.6840226)"
2914,7/14/2015 5:31,Non-Emergency,CD,SUPV COMPLAINT,P151950381,5300 BARBARA AV,"(39.3316910,-76.5472890)"
2915,7/14/2015 5:32,Medium,ND,BURGLARY,P151950382,1300 W 37TH ST,"(39.3323390,-76.6374680)"
2916,7/14/2015 5:34,Low,ED,HIT AND RUN,P151950383,PULASKI HY/N HAVEN ST,"(39.297063,-76.563079)"
2917,7/14/2015 5:33,Low,SW,INVESTIGATE,P151950384,2500 W LEXINGTON ST,"(39.2902867,-76.6559288)"
2918,7/14/2015 5:36,Low,NW,HIT AND RUN,P151950385,3300 N HILTON ST,"(39.3234450,-76.6722510)"
2919,7/14/2015 5:40,Medium,SD,COMMON ASSAULT,P151950387,1200 GLYNDON AV,"(39.2828759,-76.6356675)"
2920,7/14/2015 5:39,Medium,CD,DISORDERLY,P151950389,300 SAINT PAUL PL,"(39.2925642,-76.6141130)"
2921,7/14/2015 5:43,Non-Emergency,SE,Other,P151950390,3600 E LOMBARD ST,"(39.2916600,-76.5673489)"
2922,7/14/2015 5:45,Low,SD,AUTO ACCIDENT,P151950391,2400 BLK S HANOVER ST,"(39.2629308,-76.6146323)"
2923,7/14/2015 5:46,Non-Emergency,NE,Repairs/Service,P151950392,100,"(39.3810499,-76.6572571)"
2924,7/14/2015 5:39,Non-Emergency,SW,Repo,P151950393,0 S KOSSUTH ST,"(39.2871316,-76.6748421)"
2925,7/14/2015 5:47,Low,ED,Transport,P151950395,2300 E PRESTON ST,"(39.3059142,-76.5851245)"
2926,7/14/2015 5:37,Medium,WD,DISORDERLY,P151950396,2200 WALBROOK AV,"(39.3109430,-76.6529200)"
2927,7/14/2015 5:45,Medium,SE,911/NO  VOICE,P151950397,4800 E LOMBARD ST,"(39.2918928,-76.5555213)"
2928,7/14/2015 5:48,Medium,SE,911/NO  VOICE,P151950398,100 OLDHAM ST,"(39.2915522,-76.5561096)"
2929,7/14/2015 5:45,Medium,SD,COMMON ASSAULT,P151950399,1000 E PATAPSCO AV,"(39.2346310,-76.5956750)"
2930,7/14/2015 5:52,High,NE,Traffic Stop,P151950402,*7700 BLK HARFORD*,"(,)"
2931,7/14/2015 5:48,Low,WD,SEE TEXT,P151950403,2000 W NORTH AV,"(39.3099242,-76.6500543)"
2932,7/14/2015 5:53,Non-Emergency,SE,Repairs/Service,P151950404,100,"(39.3810499,-76.6572571)"
2933,7/14/2015 5:55,Non-Emergency,WD,FOLLOW UP,P151950406,2100 WINCHESTER ST,"(39.3018246,-76.6519736)"
2934,7/14/2015 5:50,Low,SW,EXPARTE,P151950407,5400 CARRIAGE CT,"(39.2821132,-76.7074865)"
2935,7/14/2015 5:50,Medium,CD,SUSPICIOUS PERS,P151950408,ST PAUL ST/E READ ST,"(39.299713,-76.614194)"
2936,7/14/2015 5:53,High,ED,ROBBERY ARMED,P151950409,400 E PRESTON ST,"(39.3047587,-76.6103617)"
2937,7/14/2015 5:54,Non-Emergency,SE,Private Tow,P151950411,3800 E LOMBARD ST,"(39.2922588,-76.5653648)"
2938,7/14/2015 5:54,Low,NW,HIT AND RUN,P151950414,3300 LIBERTY HEIGHTS AV,"(39.3245250,-76.6715770)"
2939,7/14/2015 5:49,Non-Emergency,SS,SUPV COMPLAINT,P151950415,5300 BARBARA AV,"(39.3316910,-76.5472890)"
2940,7/14/2015 5:56,Non-Emergency,SE,INVESTIGATE AUTO,P151950416,100 N BROADWAY,"(39.2929610,-76.5945890)"
2941,7/14/2015 5:55,Medium,SE,911/NO  VOICE,P151950417,200 OLDHAM ST,"(39.2898179,-76.5562350)"
2942,7/14/2015 6:02,Non-Emergency,ED,SEARCH&SEIZURE,P151950418,2300 E PRESTON ST,"(39.3059142,-76.5851245)"
2943,7/14/2015 6:00,Medium,SE,911/NO  VOICE,P151950419,4800 E LOMBARD ST,"(39.2918928,-76.5555213)"
2944,7/14/2015 6:02,Low,ND,LARCENY F/AUTO,P151950420,4100 FALLS RD,"(39.3376571,-76.6376499)"
2945,7/14/2015 6:01,Medium,NW,COMMON ASSAULT,P151950421,4200 PARK HEIGHTS AV,"(39.3367998,-76.6643613)"
2946,7/14/2015 6:03,High,WD,FIRE,P151950422,1200 W FAYETTE ST,"(39.2901100,-76.6369670)"
2947,7/14/2015 6:06,Medium,NW,SUSPICIOUS PERS,P151950424,REISTERSTOWN RD/W BELVEDERE AV,"(39.342988,-76.683598)"
2948,7/14/2015 6:06,Low,TRU,DESTRUCT PROPTY,P151950425,0 S AUGUSTA AV,"(39.2860789,-76.6848467)"
2949,7/14/2015 6:05,Non-Emergency,NE,Repo,P151950426,5300 LEITH RD,"(39.3542391,-76.5910425)"
2950,7/14/2015 6:07,Non-Emergency,CD,INVESTIGATE AUTO,P151950428,E LOMBARD ST/S CHARLES ST,"(39.287720,-76.614982)"
2951,7/14/2015 6:10,High,NE,Traffic Stop,P151950429,4500 HARFORD RD,"(39.3404170,-76.5724790)"
2952,7/14/2015 6:10,Medium,NE,UNFOUNDED,P151950430,4000 HILLEN RD,"(39.3379660,-76.5886850)"
2953,7/14/2015 6:09,Non-Emergency,NE,Repo,P151950431,5600 LAURELTON AV,"(39.3573341,-76.5689703)"
2954,7/14/2015 6:11,Medium,CD,911/NO  VOICE,P151950432,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
2955,7/14/2015 6:13,High,ND,SILENT ALARM,P151950433,6300-1 YORK RD,"(39.3708423,-76.6106243)"
2956,7/14/2015 6:14,Medium,WD,DISORDERLY,P151950434,2400 WOODBROOK AV,"(39.3101987,-76.6411826)"
2957,7/14/2015 6:17,Non-Emergency,NE,Repairs/Service,P151950435,100,"(39.3810499,-76.6572571)"
2958,7/14/2015 6:18,Low,WD,PROTECTIVE ORDER,P151950436,1700 N MONROE ST,"(39.3079710,-76.6483460)"
2959,7/14/2015 6:20,Low,NE,PEACE ORDER,P151950437,4900 GUNTHER AV,"(39.3261966,-76.5510019)"
2960,7/14/2015 6:24,Low,NE,DEPT ACCIDENT,P151950438,4000 HILLEN RD,"(39.3379660,-76.5886850)"
2961,7/14/2015 6:14,Low,ND,HIT AND RUN,P151950440,600 PARKWYRTH AV,"(39.3349740,-76.6074115)"
2962,7/14/2015 6:23,High,NW,SILENT ALARM,P151950441,4100 REISTERSTOWN RD,"(39.3349600,-76.6652240)"
2963,7/14/2015 6:22,Low,NW,OTHER,P151950442,3900 DOLFIELD AV,"(39.3396920,-76.6811520)"
2964,7/14/2015 6:23,Low,SD,AUTO ACCIDENT,P151950443,S HOWARD ST/W CONWAY ST,"(39.284081,-76.619239)"
2965,7/14/2015 6:27,Low,ND,LARCENY F/AUTO,P151950444,1300 W 37TH ST,"(39.3323390,-76.6374680)"
2966,7/14/2015 6:22,Low,NE,LARCENY F/AUTO,P151950445,2700 GOODWOOD RD,"(39.3516369,-76.5669350)"
2967,7/14/2015 6:25,Medium,NE,AUTO THEFT,P151950448,4600 ELSRODE AV,"(39.3427980,-76.5722500)"
2968,7/14/2015 6:29,Non-Emergency,SE,LOUD MUSIC,P151950449,0 S KRESSON ST,"(39.2929159,-76.5599674)"
2969,7/14/2015 6:30,High,CD,RA POLICE,P151950450,S CHARLES ST/E CONWAY ST,"(39.284288,-76.614689)"
2970,7/14/2015 6:27,Medium,NW,AUTO THEFT,P151950451,3800 LABYRINTH RD,"(39.3624001,-76.7037638)"
2971,7/14/2015 6:33,Medium,SD,PROSTITUTION,P151950452,1100 BLK S CAREY ST,"(39.2811830,-76.6364150)"
2972,7/14/2015 6:37,Low,SE,INTOXICATED PERS,P151950453,1700 E BALTIMORE ST,"(39.2915540,-76.5937452)"
2973,7/14/2015 6:39,Medium,ND,DISORDERLY,P151950455,3500 ASH ST,"(39.3287840,-76.6399020)"
2974,7/14/2015 6:42,High,CD,RA POLICE,P151950456,2100 CALLOW AV,"(39.3118271,-76.6315421)"
2975,7/14/2015 6:40,Low,SE,CHECK WELLBEING,P151950457,4900 BLK EASTERN AV,"(39.2871610,-76.5549651)"
2976,7/14/2015 6:42,High,NW,SILENT ALARM,P151950458,3900 DOLFIELD AV,"(39.3396920,-76.6811520)"
2977,7/14/2015 6:43,Medium,CD,911/NO  VOICE,P151950459,1400 N CHARLES ST,"(39.3056484,-76.6162275)"
2978,7/14/2015 6:47,Medium,SE,LYING IN STREET,P151950461,EASTERN AV/S PONCA ST,"(39.287225,-76.553651)"
2979,7/14/2015 6:46,Low,SD,DESTRUCT PROPTY,P151950462,400 RUSSELL ST,"(39.2845403,-76.6239068)"
2980,7/14/2015 6:44,High,NW,SILENT ALARM,P151950463,4100 AMOS AV,"(39.3536616,-76.6988025)"
2981,7/14/2015 6:51,High,ND,SILENT ALARM,P151950464,800 WYMAN PARK DR,"(39.3222815,-76.6293837)"
2982,7/14/2015 6:47,Low,ND,WANTED ON WARR,P151950465,E NORTHERN PY/YORK RD,"(39.365138,-76.609920)"
2983,7/14/2015 6:51,High,WD,ARMED PERSON,P151950466,2000 N BENTALOU ST,"(39.3107210,-76.6544119)"
2984,7/14/2015 6:52,Low,NW,LARCENCY,P151950467,4600 LIBERTY HEIGHTS AV,"(39.3312940,-76.6943380)"
2985,7/14/2015 6:57,High,NW,RA POLICE,P151950468,4600 PARK HEIGHTS AV,"(39.3421800,-76.6691940)"
2986,7/14/2015 6:52,Medium,ND,DISORDERLY,P151950469,6000 PINEHURST RD,"(39.3650680,-76.6150780)"
2987,7/14/2015 6:54,Low,NE,ASSIST,P151950470,5800 MORAVIA RD,"(39.3184266,-76.5463043)"
2988,7/14/2015 7:01,Medium,NE,DISORDERLY,P151950472,4600 MARBLE HALL RD,"(39.3467320,-76.5972309)"
2989,7/14/2015 6:59,Medium,SE,AUTO THEFT,P151950473,400 N KENWOOD AV,"(39.2958960,-76.5780950)"
2990,7/14/2015 7:06,Non-Emergency,SE,Other,P151950474,3500 PULASKI HY,"(39.2967830,-76.5685450)"
2991,7/14/2015 7:08,Non-Emergency,NE,56,P151950476,6100 EVERALL AV,"(39.3485731,-76.5376838)"
2992,7/14/2015 7:10,Low,TRU,LARCENY F/AUTO,P151950479,FLEET ST/S BROADWAY,"(39.284546,-76.593562)"
2993,7/14/2015 7:08,Medium,NE,911/NO  VOICE,P151950480,6100 BELAIR RD,"(39.3487650,-76.5377699)"
2994,7/14/2015 7:12,Medium,SD,DISORDERLY,P151950481,1700 WILKENS AV,"(39.2830870,-76.6440949)"
2995,7/14/2015 7:13,Low,NE,AUTO ACCIDENT,P151950482,6100 BELAIR RD,"(39.3487650,-76.5377699)"
2996,7/14/2015 7:13,Low,CD,AUTO ACCIDENT,P151950483,ST PAUL ST/E BALTIMORE ST,"(39.289581,-76.613818)"
2997,7/14/2015 7:13,Medium,WD,911/NO  VOICE,P151950484,2500 W NORTH AV,"(39.3100039,-76.6587889)"
2998,7/14/2015 7:15,Medium,NW,AUTO THEFT,P151950485,3800 LABYRINTH RD,"(39.3624001,-76.7037638)"
2999,7/14/2015 7:15,Medium,SE,PROSTITUTION,P151950486,GRACELAND AV/BETHLEHEM AV,"(39.282027,-76.533332)"
3000,7/14/2015 7:19,Medium,NE,Warrant Service,P151950487,2100 JUBILEE CT,"(39.3676961,-76.5703631)"
3001,7/14/2015 7:17,Low,CD,AUTO ACCIDENT,P151950488,ST PAUL ST/E BALTIMORE ST,"(39.289581,-76.613818)"
3002,7/14/2015 7:18,Low,TRU,DESTRUCT PROPTY,P151950489,1000 SHELLBANKS RD,"(39.2487162,-76.6293121)"
3003,7/14/2015 7:15,Low,WD,LOCD OUT OF HOME,P151950490,2200 W LEXINGTON ST,"(39.2906270,-76.6517560)"
3004,7/14/2015 7:19,Medium,ND,911/NO  VOICE,P151950491,400 E 25TH ST,"(39.3180748,-76.6110777)"
3005,7/14/2015 7:21,Medium,SD,911/NO  VOICE,P151950492,200 W PATAPSCO AV,"(39.2400167,-76.6146829)"
3006,7/14/2015 7:19,High,NW,ARMED PERSON,P151950493,4600 LIBERTY HEIGHTS AV,"(39.3312940,-76.6943380)"
3007,7/14/2015 7:22,Low,SD,HIT AND RUN,P151950495,3600 S HANOVER ST,"(39.2384200,-76.6098396)"
3008,7/14/2015 7:20,Low,NW,AUTO ACCIDENT,P151950497,GWYNNS FALLS PY/WINDSOR MILL RD,"(39.313263,-76.682739)"
3009,7/14/2015 7:25,Low,TRU,LARCENY F/AUTO,P151950498,ALBEMARLE ST/E LOMBARD ST,"(39.288606,-76.603867)"
3010,7/14/2015 7:24,High,ND,SILENT ALARM,P151950499,100 W 39TH ST,"(39.3361670,-76.6207670)"
3011,7/14/2015 7:30,Low,WD,Transport,P151950501,BALTIMORE JUVENILE JUSTICE SYSTEM,"(39.293257,-76.608175)"
3012,7/14/2015 7:28,Medium,NW,NARCOTICSOutside,P151950502,CORDELIA AV/HAYWARD AV,"(39.347192,-76.683068)"
3013,7/14/2015 7:28,Medium,CD,NARCOTICSOutside,P151950503,1400 BLK MCCULLOH ST,"(39.3032524,-76.6290720)"
3014,7/14/2015 7:31,Low,ED,DESTRUCT PROPTY,P151950504,2300 AISQUITH ST,"(39.3158550,-76.5999840)"
3015,7/14/2015 7:30,Medium,NE,DISORDERLY,P151950505,2700 E NORTHERN PY,"(39.2903848,-76.6121893)"
3016,7/14/2015 7:30,Medium,SW,COMMON ASSAULT,P151950506,2900 MOSHER ST,"(39.2994210,-76.6657680)"
3017,7/14/2015 7:31,Medium,NW,FAMILY DISTURB,P151950507,3800 W COLD SPRING LN,"(39.3355400,-76.6790970)"
3018,7/14/2015 7:29,Low,NW,HIT AND RUN,P151950508,2700 ELSINORE AV,"(39.3181773,-76.6794024)"
3019,7/14/2015 7:31,Medium,SD,NARCOTICSOutside,P151950509,1800 W PRATT ST,"(39.2854771,-76.6453432)"
3020,7/14/2015 7:29,Low,ND,WANTED ON WARR,P151950511,E NORTHERN PY/YORK RD,"(39.365138,-76.609920)"
3021,7/16/2015 13:05,High,ND,SILENT ALARM,P151971361,100 BELLEMORE RD,"(39.3678667,-76.6286167)"
3022,7/16/2015 13:08,Medium,SD,NARCOTICSOutside,P151971362,0 S CARROLLTON AV,"(39.2885968,-76.6367622)"
3023,7/16/2015 13:09,Medium,SW,DISORDERLY,P151971363,2400 FREDERICK AV,"(39.2843269,-76.6546822)"
3024,7/16/2015 13:08,High,ND,ROBBERY ARMED,P151971365,2800 GREENMOUNT AV,"(39.3221852,-76.6094703)"
3025,7/16/2015 13:10,Medium,NW,911/NO  VOICE,P151971366,2500 LIBERTY HEIGHTS AV,"(39.3197533,-76.6556601)"
3026,7/16/2015 13:12,Non-Emergency,ND,Foot  Patrol,P151971367,GREENMOUNT AV/VENABLE AV,"(39.329253,-76.609441)"
3027,7/16/2015 13:10,Medium,TRU,911/NO  VOICE,P151971368,3400 BENSON AV,"(39.2675300,-76.6717830)"
3028,7/16/2015 13:11,Low,ED,WANTED ON WARR,P151971369,300 N GAY ST,"(39.2940575,-76.6081374)"
